Nome
Etéria
Eudora
Eufémia
Eugénia
Eulália
Eularina
Eunice
Eurica
Eurídice
Eutália
Eva
Evandra
Evangelina
Evangelista
Evelin
Evelina
Eveline
Evelyn
Évila
Excelsa
Ezequiela
Fábia
Fabiana
Fabíola
Fabrícia
Faia
Faith
Fani
Fânia
Fantina
Fara
Farah
Farida
Fátima
Faustina
Feba
Febe
Fédora
Fedra
Felícia
Feliciana
Felicidade
Felisbela
Felisberta
Felisbina
Felismina
Fénix
Fermelinda
Fernanda
Fernandina
Fia
Fiama
Fidélia
Filena
Filipa
Filomena
Fiona
Fiorella
Firmina
Flamínia
Flávia
Flor
Flor de Ceres
Flor de Maria
Flora
Florbela
Florença
Florence
Florencia
Florentina
Flória
Floriana
Florinda
Floripes
Florisa
Florisbela
Formosa
Formosinda
Franca
Francesca
Francília
Francina
Francine
Francisca
Frederica
Frida
Gabi
Gabriela
Gabriella
Gabrielle
Gaela
Gaia
Gáil
Gaitana
Gala
Gaori
Gara
Gardela
Geisa
Gelsemina
Gema
Genciana
Generosa
Genésia
Génesis
Genoveva
Georgeta
Georgete
Geórgia
Georgiana
Georgina
Geovana
Geovanna
Geralda
Geraldina
Gerda
Germana
Gerta
Gertrudes
Giada
Giana
Gilberta
Gilda
Gileade
Gilma
Gina
Gioconda
Giovana
Giraldina
Girel
Gisela
Giselda
Gisele
Giselle
Gisete
Gislena
Gislene
Giulia
Giuliana
Glaúcia
Glenda
Glicínia
Glória
Gloriana
Gloriosa
Gonçala
Gonzaga
Goreti
Graça
Grace
Grácia
Graciana
Graciela
Graciete
Graciliana
Gracinda
Graciosa
Gravelina
Graziela
Greer
Gregória
Greta
Grimanesa
Guadalupe
Guarani
Guendolina
Guida
Guilhermina
Guimar
Guiomar
Guislena
Guislene
Gustava
Haidé
Hália
Hannah
Harper
Hayden
Hazel
Hebe
Heda
Hédila
Hedviges
Heidi
Helda
Helen
Helena
Helga
Heli
Hélia
Heliana
Heliodora
Heloísa
Henriette
Henriqueta
Herédia
Herénia
Hermana
Hermânia
Hermenegilda
Hermínia
Hersília
Hilária
Hilda
Hilma
Holly
Honey
Honorina
Hope
Hortense
Hortênsia
Hosana
Huguete
Hulda
Iana
Ianesis
Iara
Iasmin
Iasmina
Iberina
Ida
Idalete
Idália
Idalina
Idalisa
Idélia
Idília
Idrisse
Ifigénia
Igelcemina
Ignez
Ilca
Ilda
Ilídia
Ilsa
Ilse
Ilundi
Ima
Inácia
Inaia
Inara
Indaleta
India
Indira
Inês
Inga
Ingeburga
Ingrid
Íngride
Inocência
Inoi
Io
Ioana
Iolanda
Ionara
Ione
Ioque
Iracema
Iráis
Irene
Ireneia
Iria
Iriana
Irina
Íris
Irisalva
Irma
Isa
Isabel
Isabela
Isabelina
Isabella
Isabelle
Isadora
Isalda
Isália
Isalina
Isaltina
Isaura
Isaurinda
Isidora
Isilda
Isis
Ismália
Isolda
Isolete
Isolina
Iva
Ivana
Ivânia
Ivanoela
Ivete
Ivone
Ivory
Ivy
Jacinta
Jacira
Jacqueline
Jada
Jade
Jael
Jalmira
Jamila
Jamília
Jana
Janaína
Jandira
Jane
Janete
Jani
Jânia
Janice
Janina
Janine
Januária
Jaquelina
Jaqueline
Jasmim
Jasmina
Jasmine
Jeanete
Jéni
Jénifer
Jennifer
Jenny
Jerónima
Jerusa
Jéssica
Jessie
Jessy
Jesus
Jewel
Jezabel
Jia
Jil
Jitendra
Jó
Joana
Joanina
Joaninha
Joaquina
Jocelina
Joela
Joele
Joelma
Johanna
Joice
Joraci
Jordana
Jorgina
Jorja
Josabete
Josana
Joscelina
Josefa
Joséfa
Josefina
Joselene
Josélia
Joselina
Josete
Josiana
Josiane
Josina
Josselina
Josuana
Josy
Jovelina
Joya
Joyce
Judite
Juli
Júlia
Juliana
Julianna
Julie
Julieta
Juliette
Julinda
Julinha
Julita
Juna
June
Juno
Júnia
Juanita
Juraci
Jussara
Justa
Justina
Juvita
Kai
Kailani
Kaira
Karen
Karina
Katarina
Kate
Katherina
Katherine
Kathleen
Katia
Katie
Katty
Kaya
Kayla
Keiko
Keira
Kelly
Kendall
Kendra
Kenya
Kenza
Kenzi
Khaleesi
Khloe
Kieza
Kimberly
Kira
Kyara
Kylie
Lace
Lacey
Laetitia
Laia
Laila
Laira
Lais
Laís
Laisa
Lana
Lara
Lariana
Larisa
Larissa
La-Salete
Laura
Laureana
Laureen
Lauren
Laurentina
Lauriana
Laurina
Laurinda
Laurine
Lavínia
Laya
Layla
Lea
Léa
Leah
Léah
Leana
Léana
Leandra
Leane
Léane
Leanor
Léanor
Leena
Leia
Leila
Leire
Lélia
Lena
Léna
Lénia
Lenira
Lenora
Leocádia
Leolina
Leoménia
Leona
Leonarda
Leonardina
Leonete
Leónia
Leonida
Leonídia
Léonie
Leonila
Leonilda
Leonilde
Leonília
Leonisa
Leonna
Leonor
Leonora
Leontina
Leopoldina
Leslie
Leta
Letícia
Letízia
Levina
Lexie
Leya
Leyla
Lhuzie
Lia
Liana
Liane
Lianor
Liara
Libânia
Liberalina
Liberdade
Libéria
Libertária
Líbia
Lici
Lícia
Licínia
Lídia
Lidiana
Liduína
Liete
Lígia
Lila
Lilá
Lília
Lilian
Liliana
Liliane
Liliete
Lilite
Lilly
Lily
Lina
Linda
Lineia
Linete
Lira
Líria
Lis
Lisa
Lisana
Lisandra
Lisbon
Lisdália
Liseta
Lisete
Liv
Lívia
Liz
Liza
Lizélia
Lízi
Lizia
Lízie
Loela
Loide
Lola
Lólia
Loredana
Lorena
Lorenza
Loreta
Lorina
Lorine
Lorraine
Lótus
Lou
Louane
Louisa
Louise
Lourdes
Lourença
Lua
Luamar
Luana
Luanda
Luara
Lubélia
Lucélia
Lucelinda
Lucena
Lucete
Lúcia
Lucialina
Luciana
Lucie
Lucileine
Lucília
Lucilina
Lucina
Lucinda
Lucíola
Lucrécia
Lucy
Ludmila
Ludovice
Luela
Luena
Luísa
Luisete
Luiza
Luíza
Luizete
Lumena
Lumi
Luna
Lurdes
Lurdite
Lusa
Lussinga
Lutgarda
Luz
Luzia
Luzinira
Lya
Mabel
Mabilda
Mabília
Macati
Madalena
Madel
Madre de Deus
Maëlis
Maeva
Mafalda
Magali
Magaline
Magda
Magdalena
Magenta
Magna
Magnólia
Mágui
Maia
Maiara
Maide
Maira
Maíra
Maísa
Maitê
Mayara
Malaika
Malena
Malía
Malika
Malu
Malvina
Manoela
Manon
Manuela
Manuella
Mar
Mara
Marcela
Marcella
Marcelina
Marcelle
Márcia
Marciana
Marcília
Maré
Margaret
Margareta
Margarete
Margarida
Margarita
Margaux
Margot
Marguerita
Mari
Maria
Mária
Mariah
Maria da Glória
Maria da Graça
Maria do Mar
Maria do Ó
Maria Clara
Maria Inês
Maria João
Maria José
Maria Leonor
Maria Luísa
Maria Mel
Maria Rita
Mariam
Mariama
Mariamar
Mariame
Marian
Mariana
Mariane
Marianna
Marianne
Maribel
Marie
Mariela
Mariema
Marieta
Marieva
Marilda
Marília
Marilina
Mariline
Marilisa
Marilita
Marilúcia
Mariluz
Marina
Marinela
Marinha
Marion
Marisa
Marise
Marisela
Marisol
Marita
Maritana
Maritila
Mariza
Marizete
Marjolene
Marlene
Marli
Marlisa
Marlise
Marlita
Marquesa
Marsília
Marta
Martha
Martina
Martinha
Márvia
Mary
Mathilda
Mathilde
Matilda
Matilde
Matrosa
Maude
Maura
Maureen
Mavelete
Mavilde
Mavília
Máxima
Maximiliana
Maxine
May
Maya
Mécia
Mecília
Medina
Meera
Megan
Mei
Meiline
Mel
Melania
Melânia
Melanie
Mélanie
Melida
Melina
Melinda
Méline
Melisa
Melissa
Melodia
Mélodie
Melody
Mercedes
Mercês
Mércia
Mercília
Merita
Merrita
Mia
Miah
Micaela
Michele
Michelle
Mícia
Miguela
Mikaela
Mila
Milagre
Milana
Milena
Milene
Miley
Militana
Militza
Miliza
Mimosa
Mina
Minerva
Minervina
Miquelina
Mira
Miraldina
Miranda
Mirandolina
Mireia
Mireie
Mirela
Mirella
Miriã
Miriam
Mirna
Mírtila
Mirto
Misaela
Misha
Moana
Modesta
Mona
Mónia
Mónica
Monroe
Morena
Morgana
Morgiana
Morian
Mourana
Muna
Muriel
Muriela
Mya
Myla
Myra
Myriam
Naama
Nádeja
Nádia
Nadina
Nadine
Nadja
Nahla
Naia
Naiane
Naiara
Naida
Naíde
Naíl
Naila
Naima
Naíma
Nair
Naira
Naíra
Naísa
Nali
Nalini
Naly
Nami
Namira
Nance
Nanci
Nânci
Nancy
Nanete
Nanina
Naomi
Nara
Naraiana
Narcisa
Natacha
Natali
Natália
Natalina
Natanaela
Natalie
Natasha
Natércia
Nathália
Nathalie
Natividade
Nausica
Nayara
Nayla
Nayma
Nazaré
Nazária
Nazarina
Neide
Neireide
Neise
Neiza
Nel
Neli
Nélia
Nelma
Nelsa
Nely
Nelly
Nene
Nené
Neotera
Nércia
Nerea
Nereida
Nessa
Nessie
Nessy
Nesta
Neusa
Neuza
Névia
Nia
Niah
Nicandra
Nice
Niceia
Nícia
Nicky
Nicole
Nicoleta
Nicolina
Nídia
Niéves
Nikita
Nila
Nilce
Nilda
Nília
Nilsa
Nilza
Nimi
Nina
Ninfa
Nirina
Nirvana
Nisa
Nise
Nísia
Nivalda
Noa
Noá
Noah
Noélia
Noélie
Noelma
Noemi
Noémi
Noémia
Nói
Noiala
Nola
Nominanda
Noor
Nor
Norah
Norma
Norvinda
Nour
Núbia
Nubiana
Numénia
Nuna
Nur
Nureia
Núria
Oana
Obdúlia
Oceana
Oceane
Ocília
Ocridalina
Octávia
Odete
Odette
Odília
Odita 
Ofélia
Ohana
Oksana
Olália
Olga
Olímpia
Olinda
Olívia
Oliviana
Omara
Ondina
Onélia
Onófria
Orange
Oriana
Oriane
Orianna
Orieta
Orlanda
Orlandina
Ornela
Orquídea
Oscarina
Osíris
Osvalda
Osvaldina
Otelina
Otelinda
Otília
Otilina
Oureana
Palmira
Paloma
Pamela
Pámela
Pandora
Paola
Paolla
Papoila
Paraíso
Paris
Pascualina
Patrícia
Patrocínia
Paula
Paulina
Paz
Pedrina
Pégui
Penélope
Perla
Pérola
Perpétua
Persília
Peta
Petra
Petrina
Petula
Peyton
Pietra
Pia
Piedade
Pilar
Pippa
Pixie
Plínia
Poliana
Polina
Porciana
Prazeres
Precília
Preciosa
Precious
Primitiva
Princess
Prisca
Priscila
Priscilla
Priyanka
Prudência
Pui
Pulquéria
Pureza
Purificação 
Quaiela
Quar
Quaresma
Quélia
Quésia
Quessia
Quézia
Quirina
Quitéria
Rachel
Radija
Rafa
Rafaela
Rafaella
Ragendra
Raina
Raísa
Raissa
Raíssa
Ramna
Rania
Rapaz
Raphaela
Raphaella
Raquel
Raquelina
Raqueline
Raven
Rebeca
Rebecca
Rebeka
Reece
Reeva
Regina
Reina
Reinalda
Remédios 
Renata
Reyna
Rhianna
Riana
Ribca
Ricarda
Ricardina
Rihanna
Rita
Riu
Riva
Rivca
Roana
Roberta
Rocio
Rodriga
Roena
Rogélia
Rolende
Romã
Romana
Romeia
Romilda
Romina
Rómula
Romy
Rondina
Roquelina
Rosa
Rosália
Rosalie
Rosalina
Rosalinda
Rosamar
Rosana
Rosandra
Rosanete
Rosária
Rosarinho
Rosário
Rosaura
Rose
Rosebel
Rosebele
Rosélia
Rosie
Rosina
Rosinda
Rosita
Rossana
Rubi
Rúbia
Rubina
Ruby
Rubyana
Rufina
Runa
Rute
Ruth
Sabina
Sabrina
Sacha
Sade
Sadiya
Safia
Safina
Safira
Saga
Sahara
Salete
Sáli
Salima
Sally
Salma
Salomé
Salomite
Salúquia
Salvação
Salvadora
Salvina
Sam
Sama 
Samanta
Samantha
Samara
Samaritana
Sâmia
Samira
Sana
Sancha
Sância
Sandra
Sandrina
Sandy
Sania
Santa 
Santa Ana 
Santa Cruz
Santa Maria 
Santa Rita
Santana
Santo André 
São José 
São Martinho 
São Miguel 
São Pedro 
São Tomás 
Saphira
Sara
Sarah
Sarai
Saray
Sarina
Sasha
Sásquia
Sássia
Sátia
Sátira
Saula
Saulina
Savana
Savannah
Scarlet
Scarlett
Seara
Sebastiana
Séfora
Selena
Selene
Selénia
Selesa
Selésia
Selina
Selma
Semíramis
Sena
Seni
Sénia
Seomara
Seong
Sephora
Serafina
Serena
Serenela
Sérgia
Sesira
Severa
Severina
Sextina
Shakira
Shana
Shania
Sharam
Sharon
Sheila
Shine
Shirley
Si
Sian
Siana
Sibila
Sidónia
Siena
Sienna
Sierra
Silke
Silvana
Silvandira
Silvéria
Sílvia
Silviana
Silvie
Silvina
Simara
Simaura
Simona
Simone
Simoneta
Simy
Siomara
Sira
Síria
Sirla
Sisa
Skylar
Sofia
Sofie
Sol
Solana
Solange
Soledade
Solene
Soline
Solôngia
Sónia
Sophia
Sophie
Soraia
Soraya
Sory
Stacey
Stacy
Stanislava
Stela
Stelina
Stella
Stephanie
Suati
Suéli
Suellen
Suely
Sulamita
Sunamita
Suri
Suria
Súria
Suriel
Sury
Surya
Susana
Susanna
Suse
Susete
Susi
Suzana
Suzanne
Suzi
Suzy
Sylvie
Tabata
Tabatha
Tabita
Taciana
Taia
Taína
Taís
Taísa
Taíssa
Talia
Talina
Talita
Tamar
Tamara
Tamára
Tanagra
Tânia
Tara
Tarina
Tásia
Tatiana
Tayná
Tejala
Telma
Teodora
Teodósia
Teolinda
Terência
Teresa
Teresca
Teresina
Teresinha
Tereza
Terezinha
Tess
Tessa
Thai
Thaís
Thalia
Thalita
Thérése
Tiana
Tiara
Ticiana
Ticiane
Tiffany
Tilia
Tina
Tirsa
Tirza
Tisha
Tita
Titânia
Tolentina
Tomasa
Tomásia
Torpécia
Traciana
Tracy
Trasila
Trindade 
Trinity
Trisha
Tristana
Túlia
Túlipa
Ulrica
Umbelina
Urânia
Urbalina
Urbiria
Urraca
Ursiciana
Úrsula
Ursulina
Vaísa
Valentina
Valentine
Valéria
Valerie
Valesca
Valeska
Valiana
Valquíria
Vanda
Vanderleia
Vanessa
Vânia
Vanina
Vanusa
Vanuza
Vélia
Velma
Veneranda
Venusa
Vera
Vera Lis
Vera Lúcia
Verdiana
Verena
Verónica
Veronika
Veronique
Vestina
Vicência
Vicenta
Vicki
Vicky
Victória
Victoria
Vida
Viktoria
Viktória
Vilar 
Vilma
Vinícia
Viola
Violante
Violet
Violeta
Violinda
Virgínia
Virgolina
Virtude
Vitália
Vitória
Vitorina
Vivalda
Vivelinda
Vivian
Viviana
Viviane
Vivianne
Vivien
Vivienne
Vivilde
Vivina
Vlada
Wailani
Wan
Wendy
Whitney
Willow
Wilma
Winnie
Wyatt
Xénia
Xica
Ximena
Yana
Yara
Yasmim
Yasmin
Yasmina
Yasmine
Yin
Yoana
Yolanda
Yoná
Zahara
Zahira
Zahra
Zaida
Zaira
Zamy
Zara
Zará
Zarah
Zarina
Zé 
Zeferina
Zelda
Zélia
Zelinda
Zena
Zenaida
Zenaide
Zénia
Zia
Zila
Zilda
Zília
Zilma
Zínia
Zita
Ziva
Ziza 
Zoa
Zobaida
Zoe
Zoé
Zoey
Zola 
Zora
Zoraida
Zubaida
Zubeida
Zulai
Zulaia
Zuleica
Zuleima
Aarão
Abdénago
Abdias
Abdul
Abel
Abelâmio
Abelardo
Abiel
Abílio
Abraão
Abraim
Abrão
Absalão
Abssilão
Acácio
Acilino
Acílio
Acúrsio
Adail
Adalberto
Adalsindo
Adalsino
Adam
Adamantino
Adamastor
Adão
Adauto
Adelino
Adélio
Adelindo
Adelmiro
Adelmo
Adelson
Ademar
Ademir
Adeodato
Aderico
Adério
Adérito
Adil
Adiel
Adílio
Adner
Adolfo
Adonai
Adonias
Adónias
Adonilo
Adónis
Adorino
Adosindo
Adrian
Adriano
Adrião
Adriel
Ádrien
Adrien
Adrualdo
Adruzilo
Ady
Afonsino
Afonso
Afonso Henriques
Afrânio
Afre
Africano
Agapito
Agenor
Agnelo
Agostinho
Aguinaldo
Aidan
Aidé
Aiden
Aimar
Aires 
Airton
Aitor
Aladino
Alain
Alamiro
Alan
Alano
Alão
Alarico
Albano
Alberico
Albertino
Alberto
Albino
Alcibíades
Alcides
Alcindo
Alcino
Aldaír
Aldemar
Alder
Aldo
Aldónio
Alec
Aleixo
Alejandro
Áleph
Alessandro
Alessio
Aleu
Alex
Alexander
Alexandre
Alexandrino
Alexandro
Alexandros
Alexandru
Alexei
Alexey
Aléxio
Aléxis
Alfa
Alfeu
Alfonso
Alfred
Alfredinho
Alfredo
Ali
Alípio
Alírio
Alítio
Alito
Alivar
Alívio
Allan
Allister
Almerindo
Almiro
Almirodo
Aloís
Aloísio
Alonso
Alpha
Alpoim
Altino
Alvarim
Alvarino
Alvário
Álvaro
Alvim
Alvino
Aly
Amadeo
Amadeu
Amadis
Amado
Amador
Amâncio
Amândio
Amarildo
Amarílio
Amaro
Amauri
Amável
Ambrósio
Américo
Amílcar
Amin
Aminadabe
Amir
Ámon
Amor
Amorim
Amós
Anacleto
Anael
Anaim
Analide
Anania
Ananias
Anastácio
Anatol
Anatólio
Anaquim
Anderson
André
Andrea
Andreas
Andrei
Andreias
Andreo
Andrés
Andrew
Andy
Ângel 
Angélico
Ângelo
Angelino
Aníbal
Aniceto
Anielo
Anis
Anísio
Anolido
Ansel
Anselmo
Antão
Antelmo
Antenor
Antero
Anthony
Antoine
Anton
Antonelo
Antonino
António
Antônio
Aparício
Ápio
Apolinário
Apollo  
Apolo
Apolónio
Aprígio
Aquil
Aquila
Áquila
Aquiles
Aquilino
Aquino 
Aquira
Aramis
Arão
Arcádio
Arcanjo
Arcelino
Arcélio
Arcílio
Ardingue
Argemiro
Argentino
Ari
Arian
Ariel
Arin
Arine
Arion
Ariosto
Arisberto
Aristides
Aristóteles
Arius
Arjun
Arley
Arlindo
Arlo
Armandino
Armando
Armelim
Arménio
Armindo
Arnaldo
Arnoldo
Aron
Arquibaldo
Arquimedes
Arquimínio
Arquimino
Arsénio
Arthur
Artur
Ary
Ascenso
Asdrúbal
Asélio
Áser
Aser
Asher
Ashley
Assis
Ataíde
Atanásio
Atão
Athos
Átila
Atílio
Atlas
Aubri
Augusto
Aureliano
Aurelino
Aurélio
Áureo
Ausendo
Austin
Austrelino
Avelino
Aventino
Axel
Ayres
Azélio
Aziel
Aziz
Azuil
Baguandas 
Balbino
Baldemar
Baldomero
Balduíno
Baltasar
Baltazar
Balthazar
Bambo
Baptista 
Baqui
Barac
Barack
Barão
Bárbaro
Barcino
Barnabé
Bártolo
Bartolomeu
Bartolomeu Perestrelo
Basil
Basílio
Bassarme 
Bastian
Bastião
Batista
Bebiano
Belarmino
Belchior
Bélcio
Belisário
Belmiro
Belmonte 
Ben
Bendavid
Benedito
Benevenuto
Benício
Benjamim
Benjamin
Benny
Bentley
Bento
Benvindo
Berardo
Berilo
Bernardim
Bernardino
Bernard
Bernardo
Bértil 
Bertino
Berto
Bertoldo
Bertolino
Betino
Beto
Bianor
Bibiano
Bilal
Billy
Blake
Bo
Boanerges
Boaventura
Boavida
Bogdan
Bonifácio
Bóris
Bosco
Bradley
Brandon
Brandão
Brás
Bráulio
Breno
Brian
Brice 
Brígido
Briolanjo
Bruce
Bruno
Bryan
Bryant
Cael
Caetano
Caíco
Caiel
Caim
Caio
Caíque
Cairo
Caleb
Calebe
Calisto
Calixto
Calvin
Calvino
Cameron
Camilo
Cândido
Canto
Carlindo
Carlo
Carlos
Carmério
Carmim
Carsta
Casimiro
Cassiano
Cássio
Castelino
Castiel
Castor
Catarino
Catilina
Cauã
Cecílio
Cedric
Cédric
Cedrico
Celestino
Celino
Célio
Celísio
Célsio
Celso
Celto
Cesaltino
César
Cesário
Césaro
Chan
Charbel
Charles
Charlie
Cheng
Chester
Chi
Chico
Chris
Christian
Christophe
Christopher
Cícero
Cid
Cidalino
Cidálio
Cildo
Cílio
Cíntio 
Cipriano
Cireneu
Cirilo
Ciro
Clarindo
Claro
Claudemiro
Claudiano
Cláudio
Clayton
Cleber
Clemêncio
Clemente
Clésio
Clídio
Clife
Clodomiro
Clóvis
